"Country","Response_measure","date_start","date_end"
"Slovakia","ClosSecPartial",2020-11-16,2021-09-02
"Slovakia","EntertainmentVenues",2020-03-16,2020-05-20
"Slovakia","EntertainmentVenues",2020-10-15,2020-11-15
"Slovakia","EntertainmentVenues",2020-12-19,2021-04-26
"Slovakia","EntertainmentVenues",2021-11-25,2021-12-16
"Slovakia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovakia","EntertainmentVenuesPartial",2021-04-27,2021-11-24
"Slovakia","EntertainmentVenuesPartial",2021-12-17,2022-03-13
"Slovakia","GymsSportsCentres",2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",2020-10-15,2020-11-15
"Slovakia","GymsSportsCentres",2020-12-19,2021-04-25
"Slovakia","GymsSportsCentres",2021-11-25,2021-12-16
"Slovakia","GymsSportsCentresPartial",2020-11-16,2020-12-18
"Slovakia","GymsSportsCentresPartial",2021-04-26,2021-11-24
"Slovakia","GymsSportsCentresPartial",2021-12-17,2022-03-13
"Slovakia","HotelsOtherAccommodation",2021-01-01,2021-01-10
"Slovakia","HotelsOtherAccommodationPartial",2020-03-12,2020-05-20
"Slovakia","HotelsOtherAccommodationPartial",2020-12-14,2020-12-31
"Slovakia","HotelsOtherAccommodationPartial",2021-01-11,2022-03-13
"Slovakia","IndoorOver100",2020-06-04,2020-06-14
"Slovakia","IndoorOver1000",2020-06-15,2020-08-31
"Slovakia","IndoorOver500",2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",2020-03-25,2020-06-09
"Slovakia","MasksMandatoryAllSpacesPartial",2020-10-01,NA
"Slovakia","MasksMandatoryClosedSpaces",2020-06-10,2020-09-30
"Slovakia","MassGather50",2020-03-10,2020-06-03
"Slovakia","MassGather50Partial",2020-11-02,2020-11-14
"Slovakia","MassGather50Partial",2020-12-30,2021-04-28
"Slovakia","MassGather50Partial",2021-11-25,2022-03-13
"Slovakia","MassGatherAll",2020-03-10,2020-09-30
"Slovakia","MassGatherAllPartial",2020-11-02,2020-11-14
"Slovakia","MassGatherAllPartial",2020-12-30,2021-04-28
"Slovakia","MassGatherAllPartial",2021-11-25,2022-03-13
"Slovakia","NonEssentialShops",2020-03-16,2020-04-21
"Slovakia","NonEssentialShops",2021-11-25,2022-02-25
"Slovakia","NonEssentialShopsPartial",2020-04-22,2020-05-20
"Slovakia","NonEssentialShopsPartial",2020-10-01,2021-11-24
"Slovakia","OutdoorOver100",2020-06-04,2020-06-14
"Slovakia","OutdoorOver1000",2020-06-15,2020-09-30
"Slovakia","PlaceOfWorshipPartial",2021-01-01,2022-03-13
"Slovakia","PrivateGatheringRestrictionsPartial",2021-11-25,2022-03-13
"Slovakia","QuarantineForInternationalTravellersPartial",2020-03-12,NA
"Slovakia","RestaurantsCafes",2021-01-01,2021-04-25
"Slovakia","RestaurantsCafesPartial",2020-03-12,2020-05-20
"Slovakia","RestaurantsCafesPartial",2020-10-01,2020-12-31
"Slovakia","RestaurantsCafesPartial",2021-04-26,2022-03-13
"Slovakia","StayHomeOrderPartial",2020-11-02,2020-11-14
"Slovakia","StayHomeOrderPartial",2021-01-01,2021-05-15
"Slovakia","StayHomeOrderPartial",2021-11-25,2021-12-09
"Slovakia","StayHomeOrderPartial",2021-12-17,2022-01-09
"Slovakia","Teleworking",2020-11-02,2021-04-18
"Slovakia","TeleworkingPartial",2021-04-19,2022-01-18
"Slovenia","BanOnAllEvents",2021-04-01,2021-04-11
"Slovenia","BanOnAllEvents",2021-11-08,2021-12-23
"Slovenia","BanOnAllEventsPartial",2020-03-19,2020-05-04
"Slovenia","BanOnAllEventsPartial",2020-10-17,2021-03-31
"Slovenia","BanOnAllEventsPartial",2021-04-12,2021-04-18
"Slovenia","BanOnAllEventsPartial",2021-04-23,2021-05-14
"Slovenia","ClosDaycare",2020-03-12,2020-05-17
"Slovenia","ClosDaycare",2020-10-26,2021-02-02
"Slovenia","ClosDaycare",2021-04-01,2021-04-11
"Slovenia","ClosDaycarePartial",2020-05-18,2020-06-01
"Slovenia","ClosHigh",2020-03-12,2020-10-14
"Slovenia","ClosHigh",2020-10-24,2021-01-25
"Slovenia","ClosHigh",2021-04-01,2021-04-25
"Slovenia","ClosHighPartial",2020-10-15,2020-10-23
"Slovenia","ClosHighPartial",2021-01-26,2021-03-31
"Slovenia","ClosPrim",2020-03-12,2020-05-17
"Slovenia","ClosPrim",2020-10-24,2021-02-15
"Slovenia","ClosPrim",2021-04-01,2021-04-11
"Slovenia","ClosPrimPartial",2020-05-18,2020-06-01
"Slovenia","ClosPubAny",2020-03-14,2020-04-28
"Slovenia","ClosPubAnyPartial",2020-04-29,NA
"Slovenia","ClosSec",2020-03-12,2020-05-17
"Slovenia","ClosSec",2020-10-19,2021-02-14
"Slovenia","ClosSec",2021-04-01,2021-04-11
"Slovenia","ClosSecPartial",2020-05-18,2020-06-24
"Slovenia","ClosureOfPublicTransport",2020-03-14,2020-04-30
"Slovenia","ClosureOfPublicTransport",2020-11-16,2020-12-15
"Slovenia","ClosureOfPublicTransportPartial",2022-01-10,NA
"Slovenia","EntertainmentVenues",2020-03-16,2020-04-28
"Slovenia","EntertainmentVenues",2021-04-01,2021-04-11
"Slovenia","EntertainmentVenuesPartial",2020-04-29,2020-12-18
"Slovenia","EntertainmentVenuesPartial",2021-01-09,2021-01-15
"Slovenia","EntertainmentVenuesPartial",2021-03-20,2021-03-31
"Slovenia","EntertainmentVenuesPartial",2021-04-12,NA
"Slovenia","GymsSportsCentres",2020-03-15,2020-05-17
"Slovenia","GymsSportsCentres",2021-04-01,2021-05-16
"Slovenia","GymsSportsCentresPartial",2020-05-18,2020-06-01
"Slovenia","GymsSportsCentresPartial",2021-05-17,2022-03-20
"Slovenia","IndoorOver100",2020-03-10,2020-03-18
"Slovenia","IndoorOver100",2020-05-05,2020-05-31
"Slovenia","IndoorOver100",2021-04-19,2021-04-22
"Slovenia","IndoorOver100",2021-06-21,2021-11-07
"Slovenia","IndoorOver1000",2021-12-24,NA
"Slovenia","IndoorOver50",2021-05-15,2021-06-20
"Slovenia","IndoorOver500",2020-03-07,2020-03-09
"Slovenia","MasksMandatoryClosedSpaces",2020-03-30,2020-06-11
"Slovenia","MasksMandatoryClosedSpacesPartial",2020-06-25,NA
"Slovenia","MassGather50",2020-05-18,2020-05-31
"Slovenia","MassGather50",2021-04-01,2021-04-11
"Slovenia","MassGather50",2021-05-15,2021-06-20
"Slovenia","MassGather50",2021-11-08,2021-12-23
"Slovenia","MassGather50Partial",2020-03-19,2020-05-04
"Slovenia","MassGather50Partial",2020-10-17,2021-03-31
"Slovenia","MassGather50Partial",2021-04-12,2021-04-18
"Slovenia","MassGather50Partial",2021-04-23,2021-05-14
"Slovenia","MassGatherAll",2020-03-07,2020-03-18
"Slovenia","MassGatherAll",2020-05-05,2020-06-14
"Slovenia","MassGatherAll",2021-04-01,2021-04-11
"Slovenia","MassGatherAll",2021-04-19,2021-04-22
"Slovenia","MassGatherAll",2021-05-15,NA
"Slovenia","MassGatherAllPartial",2020-03-19,2020-05-04
"Slovenia","MassGatherAllPartial",2020-10-17,2021-03-31
"Slovenia","MassGatherAllPartial",2021-04-12,2021-04-18
"Slovenia","MassGatherAllPartial",2021-04-23,2021-05-14
"Slovenia","NonEssentialShops",2020-03-15,2020-04-20
"Slovenia","NonEssentialShops",2020-10-24,2020-12-14
"Slovenia","NonEssentialShopsPartial",2020-12-15,NA
"Slovenia","OutdoorOver100",2021-04-19,2021-04-22
"Slovenia","OutdoorOver100",2021-06-21,2021-11-07
"Slovenia","OutdoorOver1000",2021-12-24,NA
"Slovenia","OutdoorOver50",2020-05-18,2020-05-31
"Slovenia","OutdoorOver50",2021-05-15,2021-06-20
"Slovenia","OutdoorOver500",2020-03-10,2020-03-17
"Slovenia","OutdoorOver500",2020-06-01,2020-06-14
"Slovenia","PlaceOfWorship",2021-04-01,2021-04-11
"Slovenia","PlaceOfWorshipPartial",2021-04-12,NA
"Slovenia","PrivateGatheringRestrictions",2020-03-19,2020-05-17
"Slovenia","PrivateGatheringRestrictions",2020-11-13,2021-04-11
"Slovenia","PrivateGatheringRestrictionsPartial",2020-10-14,2020-11-12
"Slovenia","PrivateGatheringRestrictionsPartial",2021-04-12,NA
"Slovenia","QuarantineForInternationalTravellers",2020-04-04,2022-02-18
"Slovenia","RestaurantsCafes",2020-03-15,2020-05-17
"Slovenia","RestaurantsCafes",2021-04-01,2021-04-11
"Slovenia","RestaurantsCafesPartial",2020-10-17,2021-03-31
"Slovenia","RestaurantsCafesPartial",2021-04-12,NA
"Slovenia","StayHomeOrderPartial",2020-10-20,2021-04-12
"Slovenia","Teleworking",2020-03-04,NA
"Slovenia","WorkplaceClosures",2020-03-15,2020-05-04
"Spain","AdaptationOfWorkplacePartial",2020-03-12,2020-05-19
"Spain","BanOnAllEvents",2020-03-14,2020-05-24
"Spain","BanOnAllEvents",2020-12-23,2021-01-05
"Spain","BanOnAllEvents",2021-03-17,2021-03-21
"Spain","BanOnAllEvents",2021-03-26,2021-04-09
"Spain","ClosDaycare",2020-03-14,2020-08-27
"Spain","ClosHigh",2020-03-14,2020-08-27
"Spain","ClosPrim",2020-03-14,2020-08-27
"Spain","ClosPubAnyPartial",2020-03-14,2020-06-21
"Spain","ClosPubAnyPartial",2020-08-14,2021-05-08
"Spain","ClosPubAnyPartial",2021-08-04,NA
"Spain","ClosSec",2020-03-14,2020-08-27
"Spain","ClosureOfPublicTransportPartial",2020-03-14,2020-06-21
"Spain","EntertainmentVenues",2020-03-14,2020-05-21
"Spain","EntertainmentVenues",2020-08-14,2021-05-08
"Spain","EntertainmentVenuesPartial",2020-05-22,2020-06-21
"Spain","GymsSportsCentres",2020-03-14,2020-04-23
"Spain","GymsSportsCentres",2020-10-25,2021-05-08
"Spain","GymsSportsCentresPartial",2020-04-24,2020-06-21
"Spain","GymsSportsCentresPartial",2020-10-01,2020-10-24
"Spain","GymsSportsCentresPartial",2021-08-04,NA
"Spain","HotelsOtherAccommodation",2020-03-14,2020-05-21
"Spain","HotelsOtherAccommodationPartial",2020-05-22,2020-06-21
"Spain","IndoorOver100",2020-05-30,2020-10-24
"Spain","IndoorOver50",2020-05-25,2020-05-29
"Spain","MasksMandatoryAllSpacesPartial",2020-05-20,NA
"Spain","MasksMandatoryClosedSpaces",2020-05-04,2020-05-19
"Spain","MassGather50",2020-03-14,2020-05-29
"Spain","MassGather50",2020-12-23,2021-01-05
"Spain","MassGather50",2021-03-17,2021-03-21
"Spain","MassGather50",2021-03-26,2021-04-09
"Spain","MassGatherAll",2020-03-14,2020-05-29
"Spain","MassGatherAll",2020-12-23,2021-01-05
"Spain","MassGatherAll",2021-03-17,2021-03-21
"Spain","MassGatherAll",2021-03-26,2021-04-09
"Spain","MassGatherAllPartial",2020-05-30,2020-10-24
"Spain","NonEssentialShops",2020-03-14,2020-05-21
"Spain","NonEssentialShopsPartial",2020-05-22,2020-06-21
"Spain","NonEssentialShopsPartial",2020-10-01,2021-05-08
"Spain","PlaceOfWorshipPartial",2020-03-14,2020-06-21
"Spain","PlaceOfWorshipPartial",2020-10-01,2021-05-08
"Spain","PrivateGatheringRestrictionsPartial",2020-05-25,2021-05-08
"Spain","QuarantineForInternationalTravellers",2020-05-15,NA
"Spain","RegionalStayHomeOrderPartial",2020-10-25,2021-06-07
"Spain","RegionalStayHomeOrderPartial",2021-07-19,2021-08-27
"Spain","RegionalStayHomeOrderPartial",2021-12-24,2022-01-29
"Spain","RestaurantsCafes",2020-03-14,2020-05-21
"Spain","RestaurantsCafesPartial",2020-05-22,2020-06-21
"Spain","RestaurantsCafesPartial",2020-08-14,2021-05-08
"Spain","SocialCirclePartial",2020-08-27,2020-08-28
"Spain","StayHomeGen",2020-03-12,2020-03-13
"Spain","StayHomeOrder",2020-03-14,2020-04-23
"Spain","StayHomeOrderPartial",2020-04-24,2020-06-21
"Spain","StayHomeRiskG",2020-03-12,2020-03-13
"Spain","TeleworkingPartial",2020-03-12,2020-03-13
"Sweden","AdaptationOfWorkplace",2020-07-08,2020-12-31
"Sweden","AdaptationOfWorkplacePartial",2020-03-25,2020-07-07
"Sweden","ClosHigh",2020-03-17,2021-05-31
"Sweden","ClosHighPartial",2022-01-12,2022-02-08
"Sweden","ClosPubAnyPartial",2020-07-01,2021-09-28
"Sweden","ClosPubAnyPartial",2022-01-12,2022-02-09
"Sweden","ClosSec",2020-03-18,2020-06-15
"Sweden","ClosSec",2020-12-07,2021-01-06
"Sweden","ClosSec",2021-01-11,2021-04-01
"Sweden","ClosSecPartial",2020-11-23,2020-12-06
"Sweden","ClosureOfPublicTransportPartial",2021-06-01,2021-07-15
"Sweden","EntertainmentVenuesPartial",2021-03-25,2021-05-31
"Sweden","GymsSportsCentresPartial",2021-01-10,2021-06-01
"Sweden","IndoorOver50",2021-12-23,2022-01-18
"Sweden","IndoorOver500",2020-03-12,2021-09-29
"Sweden","IndoorOver500",2021-12-01,2021-12-22
"Sweden","IndoorOver500",2022-01-19,2022-02-09
"Sweden","MasksVoluntaryClosedSpacesPartial",2021-01-07,2021-07-01
"Sweden","MasksVoluntaryClosedSpacesPartial",2021-12-23,2022-02-08
"Sweden","MassGather50",2020-03-29,2021-05-31
"Sweden","MassGather50Partial",2021-12-23,2022-01-18
"Sweden","MassGatherAll",2020-03-12,2021-09-29
"Sweden","MassGatherAllPartial",2021-12-01,2022-02-09
"Sweden","NonEssentialShopsPartial",2021-01-10,2021-05-17
"Sweden","OutdoorOver50",2020-03-29,2021-05-31
"Sweden","OutdoorOver500",2021-06-01,2021-09-29
"Sweden","PrivateGatheringRestrictions",2020-11-30,2021-09-29
"Sweden","PrivateGatheringRestrictions",2022-01-19,2022-02-09
"Sweden","QuarantineForInternationalTravellers",2021-01-22,2022-03-31
"Sweden","RestaurantsCafesPartial",2020-07-01,2021-09-28
"Sweden","RestaurantsCafesPartial",2022-01-12,2022-02-09
"Sweden","StayHomeRiskG",2020-04-01,2020-10-22
"Sweden","Teleworking",2020-03-16,2022-03-31
